
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | compared=1
L2M      | pred='ynynx' | pos_acc=5/5 (100.0%) | compared=5
L2M-DV   | pred='ynynx' | pos_acc=5/5 (100.0%) | compared=5
Baseline | pred='nysnm' | pos_acc=4/5 (80.0%) | compared=5
CoT      | pred='nysnm' | pos_acc=4/5 (80.0%) | compared=5
L2M      | pred='nyynm' | pos_acc=5/5 (100.0%) | compared=5
L2M-DV   | pred='nyynm' | pos_acc=5/5 (100.0%) | compared=5
Baseline | pred='yynll' | pos_acc=4/5 (80.0%) | compared=5
CoT      | pred='yynll' | pos_acc=4/5 (80.0%) | compared=5
L2M      | pred='ynlyy' | pos_acc=2/5 (40.0%) | compared=5
L2M-DV   | pred='ynnly' | pos_acc=4/5 (80.0%) | compared=5
Baseline | pred='elnon' | pos_acc=2/5 (40.0%) | compared=5
CoT      | pred='elnly' | pos_acc=2/5 (40.0%) | compared=5
L2M      | pred='ennys' | pos_acc=5/5 (100.0%) | compared=5
L2M-DV   | pred='ennys' | pos_acc=5/5 (100.0%) | compared=5
Baseline | pred='ylnsm' | pos_acc=3/5 (60.0%) | compared=5
CoT      | pred='ylnsm' | pos_acc=3/5 (60.0%) | compared=5
L2M      | pred='yltnm' | pos_acc=5/5 (100.0%) | compared=5
L2M-DV   | pred='yltmn' | pos_acc=3/5 (60.0%) | compared=5

[Batch Summary for n_words=5]
  Baseline  : 61.00%
  CoT       : 57.00%
  L2M       : 97.00%
  L2M-DV    : 95.00%

======================================================================
num_words = 6 | batch_size = 20
Baseline | pred='lyycce' | pos_acc=2/6 (33.3%) | compared=6
CoT      | pred='lyycce' | pos_acc=2/6 (33.3%) | compared=6
L2M      | pred='lynyec' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='lynye' | pos_acc=5/6 (83.3%) | compared=5 | len_mismatch(gold=6, pred=5)
Baseline | pred='ytnnonm' | pos_acc=3/6 (50.0%) | compared=6 | len_mismatch(gold=6, pred=7)
CoT      | pred='ytnnom' | pos_acc=4/6 (66.7%) | compared=6
L2M      | pred='ytmnnm' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='ytmnnm' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='ymglln' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='ymglln' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='ymnlry' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='ymnlry' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='yymnon' | pos_acc=5/6 (83.3%) | compared=6
CoT      | pred='yymnon' | pos_acc=5/6 (83.3%) | compared=6
L2M      | pred='yymnnn' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='yymnnn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='ylynny' | pos_acc=4/6 (66.7%) | compared=6
CoT      | pred='ylynny' | pos_acc=4/6 (66.7%) | compared=6
L2M      | pred='yyenny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='yyenny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nnccyn' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='nnnnny' | pos_acc=4/6 (66.7%) | compared=6
L2M      | pred='nnceny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='nnceny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='etctnn' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='erctnn' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='eycltn' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='eycltn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nnllnn' | pos_acc=5/6 (83.3%) | compared=6
CoT      | pred='nnllnn' | pos_acc=5/6 (83.3%) | compared=6
L2M      | pred='nnnnnn' | pos_acc=5/6 (83.3%) | compared=6
L2M-DV   | pred='nnlnnn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='snynly' | pos_acc=6/6 (100.0%) | compared=6
CoT      | pred='slnyly' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='snynly' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='snynly' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nlynnl' | pos_acc=4/6 (66.7%) | compared=6
CoT      | pred='nlylly' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='nyynny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='nynnyy' | pos_acc=4/6 (66.7%) | compared=6
Baseline | pred='eennly' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='etynyy' | pos_acc=5/6 (83.3%) | compared=6
L2M      | pred='enynyy' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='enynyy' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='sgnyen' | pos_acc=6/6 (100.0%) | compared=6
CoT      | pred='sgnyen' | pos_acc=6/6 (100.0%) | compared=6
L2M      | pred='sgnyen' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='sgnyen' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='eennly' | pos_acc=4/6 (66.7%) | compared=6
CoT      | pred='eyyonn' | pos_acc=2/6 (33.3%) | compared=6
L2M      | pred='eynnyy' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='eynnyy' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='ylnnon' | pos_acc=4/6 (66.7%) | compared=6
CoT      | pred='ylnnno' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='ylmmnn' | pos_acc=4/6 (66.7%) | compared=6
L2M-DV   | pred='ylmnmn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='yntnln' | pos_acc=2/6 (33.3%) | compared=6
CoT      | pred='yntnln' | pos_acc=2/6 (33.3%) | compared=6
L2M      | pred='ynynnl' | pos_acc=5/6 (83.3%) | compared=6
L2M-DV   | pred='ynynnl' | pos_acc=5/6 (83.3%) | compared=6
Baseline | pred='ylnrry' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='ylnrry' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='ynmrny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='ynmrny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='eennno' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='eennnsn' | pos_acc=3/6 (50.0%) | compared=6 | len_mismatch(gold=6, pred=7)
L2M      | pred='eynynn' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='eynynn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='yynlal' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='yynlal' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='yyylny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='yyylny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nglygg' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='ngnlyg' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='nynycg' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='nynycg' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nyrtyy' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='nyrtyy' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='nynyny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='nynyny' | pos_acc=6/6 (100.0%) | compared=6

[Batch Summary for n_words=6]
  Baseline  : 60.00%
  CoT       : 57.50%
  L2M       : 96.67%
  L2M-DV    : 96.67%

======================================================================
num_words = 7 | batch_size = 20
Baseline | pred='ialnlnn' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='yelelnn' | pos_acc=5/7 (71.4%) | compared=7
L2M      | pred='yecnlnn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='yecnlnn' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nonnlen' | pos_acc=3/7 (42.9%) | compared=7
CoT      | pred='nnntnon' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='nynnnne' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nynnnen' | pos_acc=5/7 (71.4%) | compared=7
Baseline | pred='eyylynn' | pos_acc=5/7 (71.4%) | compared=7
CoT      | pred='eyyllon' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='eymlyyn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='eyllyyn' | pos_acc=6/7 (85.7%) | compared=7
Baseline | pred='nnrllnn' | pos_acc=5/7 (71.4%) | compared=7
CoT      | pred='nnrllnn' | pos_acc=5/7 (71.4%) | compared=7
L2M      | pred='nsrlnnn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nsrlnnn' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nglynnn' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='nglynnn' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='ngylnln' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ngylnln' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nnnyene' | pos_acc=3/7 (42.9%) | compared=7
CoT      | pred='nnngnnoz' | pos_acc=3/7 (42.9%) | compared=7 | len_mismatch(gold=7, pred=8)
L2M      | pred='nynynen' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nynynen' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='yllnnsss' | pos_acc=5/7 (71.4%) | compared=7 | len_mismatch(gold=7, pred=8)
CoT      | pred='yllnnss' | pos_acc=5/7 (71.4%) | compared=7
L2M      | pred='ylynnns' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ylynnns' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='lnnnntn' | pos_acc=6/7 (85.7%) | compared=7
CoT      | pred='lnnnntn' | pos_acc=6/7 (85.7%) | compared=7
L2M      | pred='lnnnnnn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='lnnnnnn' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='lmlrvey' | pos_acc=3/7 (42.9%) | compared=7
CoT      | pred='lmlrvey' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='nmlleny' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nmlleny' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='ialyyny' | pos_acc=1/7 (14.3%) | compared=7
CoT      | pred='lnnllty' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='lneelyy' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='lneelly' | pos_acc=6/7 (85.7%) | compared=7
Baseline | pred='lytngyr' | pos_acc=3/7 (42.9%) | compared=7
CoT      | pred='lyyngyr' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='lyenyyy' | pos_acc=5/7 (71.4%) | compared=7
L2M-DV   | pred='lyeynny' | pos_acc=6/7 (85.7%) | compared=7
Baseline | pred='nneneey' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='nneneey' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='nyennyy' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nyennyy' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nnynlny' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='nnnntnl' | pos_acc=2/7 (28.6%) | compared=7
L2M      | pred='nnytnly' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nnytnly' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='lnnlnnl' | pos_acc=2/7 (28.6%) | compared=7
CoT      | pred='lnnlnnl' | pos_acc=2/7 (28.6%) | compared=7
L2M      | pred='ynnnlln' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ynnnlln' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='ylyynll' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='ylyynll' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='ynynyl' | pos_acc=1/7 (14.3%) | compared=6 | len_mismatch(gold=7, pred=6)
L2M-DV   | pred='ynynynl' | pos_acc=2/7 (28.6%) | compared=7
Baseline | pred='yntlnss' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='yntlnss' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='ynnncss' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ynncnss' | pos_acc=5/7 (71.4%) | compared=7
Baseline | pred='lssnnnnn' | pos_acc=6/7 (85.7%) | compared=7 | len_mismatch(gold=7, pred=8)
CoT      | pred='lssnnnn' | pos_acc=6/7 (85.7%) | compared=7
L2M      | pred='lsnnnnn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='lsnnnnn' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='ymsyngy' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='ymsyngy' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='ymyyyny' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ymynyny' | pos_acc=6/7 (85.7%) | compared=7
Baseline | pred='yecnmry' | pos_acc=3/7 (42.9%) | compared=7
CoT      | pred='yecnmty' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='yenmeny' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='yenmeny' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='yyylyly' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='yyylyly' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='yyyyney' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='yyyneey' | pos_acc=5/7 (71.4%) | compared=7

[Batch Summary for n_words=7]
  Baseline  : 55.00%
  CoT       : 55.71%
  L2M       : 94.29%
  L2M-DV    : 89.29%

======================================================================
num_words = 8 | batch_size = 20
Baseline | pred='lereynnl' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='elylnlna' | pos_acc=2/8 (25.0%) | compared=8
L2M      | pred='leynyynl' | pos_acc=7/8 (87.5%) | compared=8
L2M-DV   | pred='leyncynl' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='lnmtylny' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='lnmtylny' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='ynmynlny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ynmynlny' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='lsslynel' | pos_acc=4/8 (50.0%) | compared=8
CoT      | pred='yssynnen' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='ysyyenel' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ysyyenel' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='tytessny' | pos_acc=6/8 (75.0%) | compared=8
CoT      | pred='tyteseen' | pos_acc=3/8 (37.5%) | compared=8
L2M      | pred='tyeeysny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='tyeeysny' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='nnnynonn' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='nnnynnon' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='nnyynnyn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nnyynynn' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='ynoanvyy' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='ynoeneyy' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='ynnnneyy' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ynnnnyyy' | pos_acc=7/8 (87.5%) | compared=8
Baseline | pred='nnneleee' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='nnlaylne' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='nnnyllne' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nnnyllne' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='llllylry' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='llllylry' | pos_acc=3/8 (37.5%) | compared=8
L2M      | pred='nlnyyyly' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nlnyyyly' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='nnlymsle' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='nnlynnle' | pos_acc=2/8 (25.0%) | compared=8
L2M      | pred='nnynmye' | pos_acc=7/8 (87.5%) | compared=7 | len_mismatch(gold=8, pred=7)
L2M-DV   | pred='nnynymel' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='yevnnnnn' | pos_acc=6/8 (75.0%) | compared=8
CoT      | pred='yevnnnnn' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='yennynnn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='yennynnn' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='nngmlncl' | pos_acc=4/8 (50.0%) | compared=8
CoT      | pred='nnymlycl' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='nnymyynl' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nnyyynnl' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='nonynynn' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='nnntynyn' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='nynsynyn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nynsynyn' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='ngnnysyg' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='ngnnysyy' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='nynmeygy' | pos_acc=6/8 (75.0%) | compared=8
L2M-DV   | pred='nynymegy' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='esnglysl' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='esnglysl' | pos_acc=3/8 (37.5%) | compared=8
L2M      | pred='eyngynls' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='eyngynyls' | pos_acc=6/8 (75.0%) | compared=8 | len_mismatch(gold=8, pred=9)
Baseline | pred='elgyyyny' | pos_acc=7/8 (87.5%) | compared=8
CoT      | pred='elgyyyny' | pos_acc=7/8 (87.5%) | compared=8
L2M      | pred='exgyyyny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='exgyyyny' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='yssllnno' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='yssllnno' | pos_acc=3/8 (37.5%) | compared=8
L2M      | pred='ysclryen' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ysclryen' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='nysnnnyn' | pos_acc=6/8 (75.0%) | compared=8
CoT      | pred='tynlnnno' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='tyennnyn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='tyennnyn' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='yntlnnns' | pos_acc=4/8 (50.0%) | compared=8
CoT      | pred='yntlnnns' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='ymnlennn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ymnlennn' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='yntnllly' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='yntnlsee' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='ynynleny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ynynleny' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='eenlnnry' | pos_acc=4/8 (50.0%) | compared=8
CoT      | pred='eennnnny' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='eynnlnny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='eynnlnny' | pos_acc=8/8 (100.0%) | compared=8

[Batch Summary for n_words=8]
  Baseline  : 55.62%
  CoT       : 56.25%
  L2M       : 97.50%
  L2M-DV    : 91.88%

======================================================================
num_words = 9 | batch_size = 20
Baseline | pred='lccmsnlye' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='lccmsnlye' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='xcymenyne' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='xcymenynne' | pos_acc=8/9 (88.9%) | compared=9 | len_mismatch(gold=9, pred=10)
Baseline | pred='nyrnnleeei' | pos_acc=5/9 (55.6%) | compared=9 | len_mismatch(gold=9, pred=10)
CoT      | pred='nyrnnleeei' | pos_acc=5/9 (55.6%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='nynnnepye' | pos_acc=8/9 (88.9%) | compared=9
L2M-DV   | pred='nynnnemye' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='ennynglyy' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='elnyngnly' | pos_acc=6/9 (66.7%) | compared=9
L2M      | pred='ennymnnly' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='ennymnnly' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nlynnynne' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='nnynyyene' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='nyynnneen' | pos_acc=7/9 (77.8%) | compared=9
L2M-DV   | pred='nyynynnen' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='ylnnynlno' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='ylnynylnn' | pos_acc=2/9 (22.2%) | compared=9
L2M      | pred='ynynynynl' | pos_acc=7/9 (77.8%) | compared=9
L2M-DV   | pred='ynynynlyn' | pos_acc=7/9 (77.8%) | compared=9
Baseline | pred='ednnmsyey' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='ednnmsygy' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='eenlmscyy' | pos_acc=8/9 (88.9%) | compared=9
L2M-DV   | pred='eenlsmmyy' | pos_acc=7/9 (77.8%) | compared=9
Baseline | pred='yenerenon' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='yenerenr' | pos_acc=3/9 (33.3%) | compared=8 | len_mismatch(gold=9, pred=8)
L2M      | pred='yennenenn' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='yennennnnn' | pos_acc=8/9 (88.9%) | compared=9 | len_mismatch(gold=9, pred=10)
Baseline | pred='nonynlrlr' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='nnntynlnt' | pos_acc=3/9 (33.3%) | compared=9
L2M      | pred='nmnynyltn' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='nmnynyltn' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='ylnelntyn' | pos_acc=3/9 (33.3%) | compared=9
CoT      | pred='ylnelnoon' | pos_acc=3/9 (33.3%) | compared=9
L2M      | pred='ynlennnny' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='ynlennnny' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='mnlnneonn' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='mnlnneonn' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='mllneyynn' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='mllneyynn' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='ynelelnyy' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='yneylntyy' | pos_acc=9/9 (100.0%) | compared=9
L2M      | pred='ynelyntty' | pos_acc=6/9 (66.7%) | compared=9
L2M-DV   | pred='yneylntyy' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='ennynynyy' | pos_acc=8/9 (88.9%) | compared=9
L2M-DV   | pred='ennyyynyy' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nmmllseel' | pos_acc=3/9 (33.3%) | compared=9
CoT      | pred='nmlnnsese' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='nmylnenle' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='nmylnenle' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nonnnnnry' | pos_acc=6/9 (66.7%) | compared=9
CoT      | pred='nnntnnnry' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nonllnysy' | pos_acc=6/9 (66.7%) | compared=9
CoT      | pred='nonlltyly' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='nnnnlnyny' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='nnnnlnnyy' | pos_acc=7/9 (77.8%) | compared=9
Baseline | pred='yelntnyny' | pos_acc=8/9 (88.9%) | compared=9
CoT      | pred='yelnoonyy' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='yynlntyyz' | pos_acc=7/9 (77.8%) | compared=9
CoT      | pred='yynlalnryg' | pos_acc=4/9 (44.4%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='ynlnyyyyy' | pos_acc=4/9 (44.4%) | compared=9
L2M-DV   | pred='ynnlynynn' | pos_acc=5/9 (55.6%) | compared=9
Baseline | pred='rllnrylnc' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='rllnrylnc' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='rlnlynnnc' | pos_acc=7/9 (77.8%) | compared=9
L2M-DV   | pred='rlnyynlnc' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nonnnnnnnn' | pos_acc=4/9 (44.4%) | compared=9 | len_mismatch(gold=9, pred=10)
CoT      | pred='nyrnnssnnm' | pos_acc=4/9 (44.4%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='nysnsnynn' | pos_acc=7/9 (77.8%) | compared=9
L2M-DV   | pred='nyxnsnyyn' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='neseeyess' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='neseityss' | pos_acc=3/9 (33.3%) | compared=9
L2M      | pred='nemmyeeys' | pos_acc=8/9 (88.9%) | compared=9
L2M-DV   | pred='nenmyeeys' | pos_acc=9/9 (100.0%) | compared=9

[Batch Summary for n_words=9]
  Baseline  : 52.78%
  CoT       : 48.89%
  L2M       : 88.89%
  L2M-DV    : 93.33%

======================================================================
num_words = 10 | batch_size = 20
Baseline | pred='nrnnlnyytl' | pos_acc=5/10 (50.0%) | compared=10
CoT      | pred='nrnnlyryly' | pos_acc=8/10 (80.0%) | compared=10
L2M      | pred='nxnllryyyy' | pos_acc=7/10 (70.0%) | compared=10
L2M-DV   | pred='nxnnlyryyy' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='lnlntnonem' | pos_acc=2/10 (20.0%) | compared=10
