
======================================================================
num_words = 1 | batch_size = 20
Baseline | pred='s' | pos_acc=1/1 (100.0%) | compared=1
Baseline | pred='nysnm' | pos_acc=4/5 (80.0%) | compared=5
CoT      | pred='nysnm' | pos_acc=4/5 (80.0%) | compared=5
L2M      | pred='nynnm' | pos_acc=4/5 (80.0%) | compared=5
L2M-DV   | pred='nyynm' | pos_acc=5/5 (100.0%) | compared=5
Baseline | pred='yynll' | pos_acc=4/5 (80.0%) | compared=5
CoT      | pred='yynll' | pos_acc=4/5 (80.0%) | compared=5
L2M      | pred='ynnly' | pos_acc=4/5 (80.0%) | compared=5
L2M-DV   | pred='ynlyy' | pos_acc=2/5 (40.0%) | compared=5
Baseline | pred='elnon' | pos_acc=2/5 (40.0%) | compared=5
CoT      | pred='elnsy' | pos_acc=2/5 (40.0%) | compared=5
L2M      | pred='ennys' | pos_acc=5/5 (100.0%) | compared=5
L2M-DV   | pred='ennys' | pos_acc=5/5 (100.0%) | compared=5
Baseline | pred='ylnnm' | pos_acc=4/5 (80.0%) | compared=5
CoT      | pred='ylnsm' | pos_acc=3/5 (60.0%) | compared=5
L2M      | pred='yltnm' | pos_acc=5/5 (100.0%) | compared=5
L2M-DV   | pred='yltnm' | pos_acc=5/5 (100.0%) | compared=5

[Batch Summary for n_words=5]
  Baseline  : 57.00%
  CoT       : 55.00%
  L2M       : 97.00%
  L2M-DV    : 97.00%

======================================================================
num_words = 6 | batch_size = 20
Baseline | pred='ytnnom' | pos_acc=4/6 (66.7%) | compared=6
CoT      | pred='ytnnom' | pos_acc=4/6 (66.7%) | compared=6
L2M      | pred='ytmnnm' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='ytmnnm' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='lyycce' | pos_acc=2/6 (33.3%) | compared=6
CoT      | pred='lyyeyc' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='lynyec' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='lynyea' | pos_acc=5/6 (83.3%) | compared=6
Baseline | pred='ymglar' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='ymglln' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='ymnlry' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='ymnlry' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='yymnnn' | pos_acc=6/6 (100.0%) | compared=6
CoT      | pred='yymnnn' | pos_acc=6/6 (100.0%) | compared=6
L2M      | pred='yymnnn' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='yymnnn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='ylynny' | pos_acc=4/6 (66.7%) | compared=6
CoT      | pred='ylynny' | pos_acc=4/6 (66.7%) | compared=6
L2M      | pred='yyenny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='yyenny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nnctyn' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='nnctyn' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='nnceny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='nnceny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='etctnn' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='erctln' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='eycltn' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='eycltn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nonnon' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='nonnon' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='nnnnnn' | pos_acc=5/6 (83.3%) | compared=6
L2M-DV   | pred='nnlnnn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='snynly' | pos_acc=6/6 (100.0%) | compared=6
CoT      | pred='snynly' | pos_acc=6/6 (100.0%) | compared=6
L2M      | pred='snynly' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='snynly' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nlynon' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='nlyngy' | pos_acc=4/6 (66.7%) | compared=6
L2M      | pred='nynnny' | pos_acc=5/6 (83.3%) | compared=6
L2M-DV   | pred='nyynny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='eennly' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='eennly' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='enynyy' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='enynyy' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='sgnyen' | pos_acc=6/6 (100.0%) | compared=6
CoT      | pred='sgnyne' | pos_acc=4/6 (66.7%) | compared=6
L2M      | pred='sgnyen' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='sgnyen' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='eyyonn' | pos_acc=2/6 (33.3%) | compared=6
CoT      | pred='eyyonn' | pos_acc=2/6 (33.3%) | compared=6
L2M      | pred='eynnyy' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='eynnyy' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='ylnnon' | pos_acc=4/6 (66.7%) | compared=6
CoT      | pred='ylnnno' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='ylmmnn' | pos_acc=4/6 (66.7%) | compared=6
L2M-DV   | pred='ylmmnn' | pos_acc=4/6 (66.7%) | compared=6
Baseline | pred='yntnll' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='yntnln' | pos_acc=2/6 (33.3%) | compared=6
L2M      | pred='ynynnl' | pos_acc=5/6 (83.3%) | compared=6
L2M-DV   | pred='ynyynl' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='ylnrry' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='ylnrry' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='ynmrny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='ynmrny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='eennno' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='eennno' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='eynynn' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='eynynn' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='yylnal' | pos_acc=2/6 (33.3%) | compared=6
CoT      | pred='yynlln' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='yyylny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='yyylny' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='ngnlyg' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='nglygg' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='nynycg' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='nynycg' | pos_acc=6/6 (100.0%) | compared=6
Baseline | pred='nyrtyy' | pos_acc=3/6 (50.0%) | compared=6
CoT      | pred='nlyyty' | pos_acc=3/6 (50.0%) | compared=6
L2M      | pred='nynyny' | pos_acc=6/6 (100.0%) | compared=6
L2M-DV   | pred='nynyny' | pos_acc=6/6 (100.0%) | compared=6

[Batch Summary for n_words=6]
  Baseline  : 57.50%
  CoT       : 56.67%
  L2M       : 95.83%
  L2M-DV    : 97.50%

======================================================================
num_words = 7 | batch_size = 20
Baseline | pred='nonnnle' | pos_acc=5/7 (71.4%) | compared=7
CoT      | pred='nnntnon' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='nynnnne' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nynnnen' | pos_acc=5/7 (71.4%) | compared=7
Baseline | pred='yelnoon' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='yelnaon' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='yecnlnn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='yecnlnn' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='eytlynn' | pos_acc=5/7 (71.4%) | compared=7
CoT      | pred='eenlynn' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='eymlyyn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='eylyyn' | pos_acc=3/7 (42.9%) | compared=6 | len_mismatch(gold=7, pred=6)
Baseline | pred='nnrlnnn' | pos_acc=6/7 (85.7%) | compared=7
CoT      | pred='nnrllnn' | pos_acc=5/7 (71.4%) | compared=7
L2M      | pred='nsrlnnn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nsrlnnn' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nglynnn' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='nglynnn' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='ngylnln' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ngylnln' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nnlynen' | pos_acc=5/7 (71.4%) | compared=7
CoT      | pred='nnntnnoz' | pos_acc=3/7 (42.9%) | compared=7 | len_mismatch(gold=7, pred=8)
L2M      | pred='nynynen' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nynynen' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='yllnnss' | pos_acc=5/7 (71.4%) | compared=7
CoT      | pred='yllnnss' | pos_acc=5/7 (71.4%) | compared=7
L2M      | pred='ylynnns' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ylynnns' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='ialnnnn' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='lnnnnnn' | pos_acc=7/7 (100.0%) | compared=7
L2M      | pred='lnnnnnn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='lnnnnnn' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nnllveyy' | pos_acc=4/7 (57.1%) | compared=7 | len_mismatch(gold=7, pred=8)
CoT      | pred='lmlrvey' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='nmlleny' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nmlleny' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='lnnllyy' | pos_acc=5/7 (71.4%) | compared=7
CoT      | pred='lnnllyy' | pos_acc=5/7 (71.4%) | compared=7
L2M      | pred='lneelyy' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='lneelly' | pos_acc=6/7 (85.7%) | compared=7
Baseline | pred='lytngyr' | pos_acc=3/7 (42.9%) | compared=7
CoT      | pred='lyyngyr' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='lyenyyy' | pos_acc=5/7 (71.4%) | compared=7
L2M-DV   | pred='lyeynyy' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nneneey' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='nneneey' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='nyennyy' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nyennyy' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='nnynlny' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='nnynlcl' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='nnytnly' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='nnytnly' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='lnnlnnl' | pos_acc=2/7 (28.6%) | compared=7
CoT      | pred='lnnlnnl' | pos_acc=2/7 (28.6%) | compared=7
L2M      | pred='ynnllln' | pos_acc=6/7 (85.7%) | compared=7
L2M-DV   | pred='ynnnlln' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='ylyynll' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='ylyynll' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='ynynyl' | pos_acc=1/7 (14.3%) | compared=6 | len_mismatch(gold=7, pred=6)
L2M-DV   | pred='yynnyyl' | pos_acc=5/7 (71.4%) | compared=7
Baseline | pred='yntlnss' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='yntlnss' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='ynnncss' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ynncnss' | pos_acc=5/7 (71.4%) | compared=7
Baseline | pred='lssnnnn' | pos_acc=6/7 (85.7%) | compared=7
CoT      | pred='lssnnnn' | pos_acc=6/7 (85.7%) | compared=7
L2M      | pred='lsnnnnn' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='lsnnnnn' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='ymsyyny' | pos_acc=6/7 (85.7%) | compared=7
CoT      | pred='ymsyngy' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='ymyyyny' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='ymynyny' | pos_acc=6/7 (85.7%) | compared=7
Baseline | pred='yecnmry' | pos_acc=3/7 (42.9%) | compared=7
CoT      | pred='yecnmty' | pos_acc=3/7 (42.9%) | compared=7
L2M      | pred='yenmeny' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='yenmeny' | pos_acc=7/7 (100.0%) | compared=7
Baseline | pred='yyylyly' | pos_acc=4/7 (57.1%) | compared=7
CoT      | pred='yyylyly' | pos_acc=4/7 (57.1%) | compared=7
L2M      | pred='yyyyney' | pos_acc=7/7 (100.0%) | compared=7
L2M-DV   | pred='yyyneyy' | pos_acc=4/7 (57.1%) | compared=7

[Batch Summary for n_words=7]
  Baseline  : 62.14%
  CoT       : 57.14%
  L2M       : 93.57%
  L2M-DV    : 89.29%

======================================================================
num_words = 8 | batch_size = 20
Baseline | pred='lnmtylny' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='lnmtylny' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='ynmynlny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ynmynlny' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='elynlcal' | pos_acc=4/8 (50.0%) | compared=8
CoT      | pred='lereynnl' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='leynyycl' | pos_acc=6/8 (75.0%) | compared=8
L2M-DV   | pred='leyncynl' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='lsslynel' | pos_acc=4/8 (50.0%) | compared=8
CoT      | pred='ysslynel' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='ysyyenel' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ysyyenel' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='tytetnny' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='tytetnns' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='tyeeysny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='tyeeysny' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='nnnynnnn' | pos_acc=6/8 (75.0%) | compared=8
CoT      | pred='ngynnnnn' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='nnyynnyn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nnyynynn' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='ynoanvee' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='ynoeneyy' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='ynnnneyy' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ynnnnyyy' | pos_acc=7/8 (87.5%) | compared=8
Baseline | pred='nnlaylne' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='nnntllne' | pos_acc=7/8 (87.5%) | compared=8
L2M      | pred='nnnyllne' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nnnyllne' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='lgllylry' | pos_acc=2/8 (25.0%) | compared=8
CoT      | pred='llllylry' | pos_acc=3/8 (37.5%) | compared=8
L2M      | pred='nlnyyyly' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nlnyyyly' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='nnlymsel' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='nnlymsle' | pos_acc=3/8 (37.5%) | compared=8
L2M      | pred='nnynmye' | pos_acc=7/8 (87.5%) | compared=7 | len_mismatch(gold=8, pred=7)
L2M-DV   | pred='nnynymel' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='yevnnnnn' | pos_acc=6/8 (75.0%) | compared=8
CoT      | pred='yevnnnnn' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='yennynnn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='yennynnn' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='nngmlncl' | pos_acc=4/8 (50.0%) | compared=8
CoT      | pred='nngmlncl' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='nnymyynl' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nnyymynl' | pos_acc=6/8 (75.0%) | compared=8
Baseline | pred='nynsynyn' | pos_acc=8/8 (100.0%) | compared=8
CoT      | pred='nnntyyyn' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='nynsynyn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='nynsynyn' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='ngnnysyy' | pos_acc=4/8 (50.0%) | compared=8
CoT      | pred='ngnnysyy' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='nynmeygy' | pos_acc=6/8 (75.0%) | compared=8
L2M-DV   | pred='nymyeggy' | pos_acc=4/8 (50.0%) | compared=8
Baseline | pred='esnglysl' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='esnglysl' | pos_acc=3/8 (37.5%) | compared=8
L2M      | pred='eyngynls' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='eyngynyls' | pos_acc=6/8 (75.0%) | compared=8 | len_mismatch(gold=8, pred=9)
Baseline | pred='elgyyyny' | pos_acc=7/8 (87.5%) | compared=8
CoT      | pred='elgyyyny' | pos_acc=7/8 (87.5%) | compared=8
L2M      | pred='exgyyyny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='exgyyyny' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='yssllgno' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='ysslrnle' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='ysclryen' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ysclryen' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='ntelnoon' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='tynlnnno' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='tyennnyn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='tyennnyn' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='yntlnene' | pos_acc=3/8 (37.5%) | compared=8
CoT      | pred='yntlnnns' | pos_acc=4/8 (50.0%) | compared=8
L2M      | pred='ymnlennn' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ymnlennn' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='yntnllly' | pos_acc=5/8 (62.5%) | compared=8
CoT      | pred='yntnllly' | pos_acc=5/8 (62.5%) | compared=8
L2M      | pred='ynynleny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='ynynleny' | pos_acc=8/8 (100.0%) | compared=8
Baseline | pred='eennnnny' | pos_acc=6/8 (75.0%) | compared=8
CoT      | pred='eynnnnry' | pos_acc=6/8 (75.0%) | compared=8
L2M      | pred='eynnlnny' | pos_acc=8/8 (100.0%) | compared=8
L2M-DV   | pred='eynnlnny' | pos_acc=8/8 (100.0%) | compared=8

[Batch Summary for n_words=8]
  Baseline  : 56.88%
  CoT       : 59.38%
  L2M       : 96.88%
  L2M-DV    : 90.62%

======================================================================
num_words = 9 | batch_size = 20
Baseline | pred='nyrnnleeei' | pos_acc=5/9 (55.6%) | compared=9 | len_mismatch(gold=9, pred=10)
CoT      | pred='ntynnleeei' | pos_acc=4/9 (44.4%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='nynnnepye' | pos_acc=8/9 (88.9%) | compared=9
L2M-DV   | pred='nynnnemye' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='lccmnngte' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='lccmsnlye' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='rcymenyne' | pos_acc=8/9 (88.9%) | compared=9
L2M-DV   | pred='xcymenynne' | pos_acc=8/9 (88.9%) | compared=9 | len_mismatch(gold=9, pred=10)
Baseline | pred='elnysnnly' | pos_acc=7/9 (77.8%) | compared=9
CoT      | pred='elnnsmnly' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='ennymnnly' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='ennymnnly' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nlynnynne' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='nlynnynne' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='nyynnneen' | pos_acc=7/9 (77.8%) | compared=9
L2M-DV   | pred='nyynynnen' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='ylnynltnn' | pos_acc=2/9 (22.2%) | compared=9
CoT      | pred='ylnynltnn' | pos_acc=2/9 (22.2%) | compared=9
L2M      | pred='ynynynynl' | pos_acc=7/9 (77.8%) | compared=9
L2M-DV   | pred='ynynynlyn' | pos_acc=7/9 (77.8%) | compared=9
Baseline | pred='ednnmsymg' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='ednnmsyytc' | pos_acc=5/9 (55.6%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='eenlmscyy' | pos_acc=8/9 (88.9%) | compared=9
L2M-DV   | pred='eenlsmmyy' | pos_acc=7/9 (77.8%) | compared=9
Baseline | pred='yeeeetnen' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='yneleeeeen' | pos_acc=3/9 (33.3%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='yennenenn' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='yennenennn' | pos_acc=9/9 (100.0%) | compared=9 | len_mismatch(gold=9, pred=10)
Baseline | pred='nonyynltn' | pos_acc=6/9 (66.7%) | compared=9
CoT      | pred='nnntnntn' | pos_acc=3/9 (33.3%) | compared=8 | len_mismatch(gold=9, pred=8)
L2M      | pred='nmnynyltn' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='nmnyynltn' | pos_acc=7/9 (77.8%) | compared=9
Baseline | pred='ylnetnony' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='ylnetnnyn' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='ynlennnny' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='ynlennnny' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='mnlnneonn' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='nllnnynnnn' | pos_acc=6/9 (66.7%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='mllneyynn' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='mllneyynn' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='ynelelnyy' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='yneylntyy' | pos_acc=9/9 (100.0%) | compared=9
L2M      | pred='ynelyntty' | pos_acc=6/9 (66.7%) | compared=9
L2M-DV   | pred='yneylntyy' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='elnnlyyyn' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='ennyyynyy' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='ennyyynyy' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nmlnntsee' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='nmlnnslee' | pos_acc=4/9 (44.4%) | compared=9
L2M      | pred='nmylnenle' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='nmylnenle' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nnntnnnry' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='nnntnnnry' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='nynnnlnny' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nonllnysy' | pos_acc=6/9 (66.7%) | compared=9
CoT      | pred='nnlnlltyy' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='nnnnlnyny' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='nnnnlnnyy' | pos_acc=7/9 (77.8%) | compared=9
Baseline | pred='yelntnnny' | pos_acc=7/9 (77.8%) | compared=9
CoT      | pred='yelnoonyy' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | compared=9
L2M-DV   | pred='yelnnnyny' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='yynlntgyn' | pos_acc=7/9 (77.8%) | compared=9
CoT      | pred='yynllaynyz' | pos_acc=5/9 (55.6%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='ynlnyyynn' | pos_acc=4/9 (44.4%) | compared=9
L2M-DV   | pred='ynlynynyn' | pos_acc=5/9 (55.6%) | compared=9
Baseline | pred='neuraliza' | pos_acc=0/9 (0.0%) | compared=9
CoT      | pred='rllnlynalc' | pos_acc=2/9 (22.2%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='rlnlynnnc' | pos_acc=7/9 (77.8%) | compared=9
L2M-DV   | pred='rlnyynlnc' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='nnxnnnntn' | pos_acc=5/9 (55.6%) | compared=9
CoT      | pred='nyrnnnntn' | pos_acc=5/9 (55.6%) | compared=9
L2M      | pred='nysnsnynn' | pos_acc=7/9 (77.8%) | compared=9
L2M-DV   | pred='nyxnsnyyn' | pos_acc=9/9 (100.0%) | compared=9
Baseline | pred='neseeyess' | pos_acc=4/9 (44.4%) | compared=9
CoT      | pred='neseeyesss' | pos_acc=4/9 (44.4%) | compared=9 | len_mismatch(gold=9, pred=10)
L2M      | pred='nemyeeys' | pos_acc=3/9 (33.3%) | compared=8 | len_mismatch(gold=9, pred=8)
L2M-DV   | pred='nenmeyeys' | pos_acc=7/9 (77.8%) | compared=9

[Batch Summary for n_words=9]
  Baseline  : 51.67%
  CoT       : 48.89%
  L2M       : 86.11%
  L2M-DV    : 91.67%

======================================================================
num_words = 10 | batch_size = 20
Baseline | pred='yllnnylgle' | pos_acc=4/10 (40.0%) | compared=10
CoT      | pred='yllnnylgle' | pos_acc=4/10 (40.0%) | compared=10
L2M      | pred='ylnyynnlym' | pos_acc=7/10 (70.0%) | compared=10
L2M-DV   | pred='ylnynnleym' | pos_acc=10/10 (100.0%) | compared=10
Baseline | pred='nlnnlnyyny' | pos_acc=6/10 (60.0%) | compared=10
CoT      | pred='nrnnllygcy' | pos_acc=5/10 (50.0%) | compared=10
